x
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	24
72	24
73	24
74	24
75	24
76	24
77	24
78	24
79	24
80	24
81	24
82	24
83	24
84	24
85	24
86	24
87	24
88	24
89	24
90	24
91	24
92	24
93	24
94	24
95	24
96	24
97	24
98	24
99	24
100	24
101	24
102	24
103	24
104	24
105	24
106	24
107	24
108	24
109	24
110	24
111	24
112	24
113	24
114	24
115	24
116	24
117	24
118	24
119	24
120	24
121	24
122	24
123	24
124	24
125	24
126	24
127	24
128	24
129	24
130	24
131	24
132	24
133	24
134	24
135	24
136	24
137	24
138	24
139	24
140	24
141	24
142	24
143	24
144	24
145	24
146	48
147	48
148	48
149	48
150	48
151	48
152	48
153	48
154	48
155	48
156	48
157	48
158	48
159	48
160	48
161	48
162	48
163	48
164	48
165	48
166	48
167	48
168	48
169	48
170	48
171	48
172	48
173	48
174	48
175	48
176	48
177	48
178	48
179	48
180	48
181	48
182	48
183	48
184	48
185	48
186	48
187	48
188	48
189	48
190	48
191	48
192	48
193	48
194	48
195	48
196	48
197	48
198	48
199	48
200	48
201	48
202	48
203	48
204	48
205	48
206	48
207	48
208	48
209	48
210	48
211	48
212	48
213	48
214	48
215	48
216	48
217	48
218	48
219	48
220	48
221	48
222	48
223	48
224	48
225	48
226	48
227	48
228	48
229	48
230	48
231	48
232	72
233	72
234	72
235	72
236	72
237	72
238	72
239	72
240	72
241	72
242	72
243	72
244	72
245	72
246	72
247	72
248	72
249	72
250	72
251	72
252	72
253	72
254	72
255	72
256	72
257	72
258	72
259	72
260	72
261	72
262	72
263	72
264	72
265	72
266	72
267	72
268	72
269	72
270	72
271	72
272	72
273	72
274	72
275	72
276	72
277	72
278	72
279	72
280	72
281	72
282	72
283	72
284	72
285	72
286	72
287	72
288	72
289	72
290	72
291	72
292	72
293	72
294	72
295	72
296	72
297	72
298	72
299	72
300	72
301	72
302	72
303	72
304	72
305	72
306	72
307	72
308	72
309	72
310	72
311	72
312	72
313	72
314	72
315	72
316	72
317	72
318	72
319	72
320	72
321	72
322	72
323	72
324	72
325	96
326	96
327	96
328	96
329	96
330	96
331	96
332	96
333	96
334	96
335	96
336	96
337	96
338	96
339	96
340	96
341	96
342	96
343	96
344	96
345	96
346	96
347	96
348	96
349	96
350	96
351	96
352	96
353	96
354	96
355	96
356	96
357	96
358	96
359	96
360	96
361	96
362	96
363	96
364	96
365	96
366	96
367	96
368	96
369	96
370	96
371	96
372	120
373	120
374	120
375	120
376	120
377	120
378	120
379	120
380	120
381	120
382	120
383	120
384	120
385	120
386	120
387	120
388	120
389	120
390	120
391	120
392	120
393	120
394	120
395	120
396	120
397	120
398	120
399	120
400	120
401	120
402	120
403	120
404	120
405	120
406	120
407	120
408	120
409	120
410	120
411	120
412	120
413	120
414	120
415	120
416	120
417	120
418	120
419	120
420	120
421	120
422	120
423	120
424	120
425	120
426	120
427	120
428	120
429	120
430	120
431	120
432	120
433	120
434	120
435	120
436	120
437	120
438	120
439	120
440	120
441	120
442	120
443	120
444	120
445	120
446	120
447	120
448	120
449	120
450	120
451	120
452	120
453	120
454	120
455	120
456	120
457	120
458	120
459	120
460	168
461	168
462	168
463	168
464	168
465	168
466	168
467	168
468	168
469	168
470	168
471	168
472	168
473	168
474	168
475	168
476	168
477	168
478	168
479	168
480	168
481	168
482	168
483	168
484	168
485	168
486	168
487	168
488	168
489	168
490	168
491	168
492	168
493	168
494	168
495	168
496	168
497	168
498	168
499	168
500	168
501	168
502	168
503	168
504	168
505	168
506	168
507	168
508	168
509	168
510	168
511	168
512	168
513	168
514	168
515	168
516	168
517	168
518	168
519	168
520	168
521	168
522	168
523	168
524	168
525	168
526	168
527	168
528	168
529	168
530	168
531	168
532	168
533	168
534	168
535	168
536	168
537	168
538	168
539	168
540	168
541	168
542	168
543	168
544	168
545	168
546	168
547	168
